=============================| Attention |===============================
  This is a prototype version only and not allowed for productive usage.
  Siemens takes no liability for damages or injuries that might result
  in improper usage.
  Please keep this prototype and all information about it confidential.
=========================================================================

*Supported Devices:
**Unknown 
 AI 8xU/I HF || OrderNumber: 6ES7 531-7NF00-0AB0 || FwVersion: V1.2
 AQ 8xU/I HS || OrderNumber: 6ES7 532-5HF00-0AB0 || FwVersion: V2.2

**Plc 
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.0
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.1
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.0
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.1
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.0
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.1
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AN01-0AB0 || FwVersion: V2.9
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.0
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.1
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.0
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.1
 CPU 1517V-1 PN  || OrderNumber: 6ES7 587-1AP00-0AB0 || FwVersion: V3.1
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V2.9
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.0
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.1

**Head 
 IM 155-6 MF HF V5.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 155-6MU00-0CN0 || GsdId: IM 155-6 MF HF V5.0	
 CM 4xIO-Link V1.2 48I/48O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 48I/48O	
 CM 4xIO-Link V1.2 4I/4O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 4I/4O	
 CM 4xIO-Link V1.2 52I/48O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 52I/48O	
 CM 4xIO-Link V1.2 64I/64O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 64I/64O	
 CM 4xIO-Link V1.2 68I/64O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 68I/64O	
 CM 4xIO-Link V1.2 80I/80O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 80I/80O	
 CM 4xIO-Link V1.2 84I/80O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 84I/80O	
 CM 4xIO-Link V1.2 8I/0O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 8I/0O	
 CM 4xIO-Link V1.2 8I/8O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 8I/8O	
 CM 4xIO-Link V1.2 96I/96O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 96I/96O	
 CM 4xIO-Link V2.0 16I/16O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2 16I/16O	
 CM 4xIO-Link V2.0 1I/1O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2 1I/1O	
 CM 4xIO-Link V2.0 2I/2O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2 2I/2O	
 CM 4xIO-Link V2.0 32I/32O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2 32I/32O	
 CM 4xIO-Link V2.0 8I/8O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2 8I/8O	
 CM 4xIO-Link V2.1 144I/128O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.1 144I/128O	
 CM 4xIO-Link V2.1 16I/16O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.1 16I/16O	
 CM 4xIO-Link V2.1 1I/1O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.1 1I/1O	
 CM 4xIO-Link V2.1 2I/2O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.1 2I/2O	
 CM 4xIO-Link V2.1 32I/32O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.1 32I/32O	
 CM 4xIO-Link V2.1 64I/64O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.1 64I/64O	
 CM 4xIO-Link V2.1 8I/8O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.1 8I/8O	
 CM 4xIO-Link V2.2 12I/8O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.2 12I/8O	
 CM 4xIO-Link V2.2 144I/128O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.2 144I/128O	
 CM 4xIO-Link V2.2 16I/16O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.2 16I/16O	
 CM 4xIO-Link V2.2 20I/16O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.2 20I/16O	
 CM 4xIO-Link V2.2 32I/32O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.2 32I/32O	
 CM 4xIO-Link V2.2 36I/32O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.2 36I/32O	
 CM 4xIO-Link V2.2 4I/4O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.2 4I/4O	
 CM 4xIO-Link V2.2 64I/64O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.2 64I/64O	
 CM 4xIO-Link V2.2 68I/64O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.2 68I/64O	
 CM 4xIO-Link V2.2 8I/0O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.2 8I/0O	
 CM 4xIO-Link V2.2 8I/8O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link V2.2 8I/8O	
 CM AS-i Master ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK7 137-6SA00-0BC1 || GsdId: CM AS-i Master	
 CM AS-i Master ST V1.1 16I/16O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK7 137-6SA00-0BC1 || GsdId: CM AS-i Master ST (16I/16O) V1.1	
 CM AS-i Master ST V1.1 32I/32O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK7 137-6SA00-0BC1 || GsdId: CM AS-i Master ST V1.1	
 CM AS-i Master ST V2.0 16I/16O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK7 137-6SA00-0BC1 || GsdId: CM AS-i Master ST (16I/16O) V2.0	
 CM AS-i Master ST V2.0 32I/32O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK7 137-6SA00-0BC1 || GsdId: CM AS-i Master ST V2.0	
 CM PtP Performance Mode V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6AA01-0BA0 || GsdId: PTPCM Freeport Performance Mode V2.0	
 CM PtP V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6AA00-0BA0 || GsdId: PTPCM Freeport	
 CM PtP V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6AA01-0BA0 || GsdId: PTPCM Freeport V2.0	
 DI 16x24VDC 8xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 141-5AH00-0BA0 || GsdId: DI16 141-5AH00-0BA0	
 DI 16x24VDC 8xM12 V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 141-5AH00-0BA0 || GsdId: DI16 141-5AH00-0BA0 QI	
 DI 16x24VDC BA || OrderNumber: 6ES7 521-1BH10-0AA0 || FwVersion: V1.1
 DI 16x24VDC HF || OrderNumber: 6ES7 521-1BH00-0AB0 || FwVersion: V2.2
 DI 16x24VDC ST V0.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BH01-0BA0 || GsdId: DI 16x24VDC ST V0.0	
 DI 16x24VDC ST V0.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BH01-0BA0 || GsdId: DI 16x24VDC ST V0.0, QI	
 DI 16x24VDC ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BH00-0BA0 || GsdId: DI 16x24VDC ST	
 DI 16x24VDC ST V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BH00-0BA0 || GsdId: DI 16x24VDC ST V1.1	
 DI 16x24VDC ST V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BH00-0BA0 || GsdId: DI 16x24VDC ST V1.1, QI	
 DI 32x24VDC BA || OrderNumber: 6ES7 521-1BL10-0AA0 || FwVersion: V1.1
 DI 32x24VDC HF || OrderNumber: 6ES7 521-1BL00-0AB0 || FwVersion: V2.1
 DI 32x24VDC HF || OrderNumber: 6ES7 521-1BL00-0AB0 || FwVersion: V2.2
 DI 4x120..230VAC ST V0.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6FD01-0BB1 || GsdId: DI 4x120-230VAC ST V0.0	
 DI 4x120..230VAC ST V0.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6FD01-0BB1 || GsdId: DI 4x120-230VAC ST V0.0, QI	
 DI 4x120..230VAC ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6FD00-0BB1 || GsdId: DI 4x120-230VAC ST	
 DI 4x120..230VAC ST V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6FD00-0BB1 || GsdId: DI 4x120-230VAC ST, QI	
 DI 8x24VAC/48VUC BA V0.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6CF00-0AU0 || GsdId: DI 8x24VAC/48VUC BA V0.0	
 DI 8x24VDC 4xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 141-5AF00-0BA0 || GsdId: DI8 141-5AF00-0BA0	
 DI 8x24VDC 4xM12 V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 141-5AF00-0BA0 || GsdId: DI8 141-5AF00-0BA0 QI	
 DI 8x24VDC 8xM8 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 141-5BF00-0BA0 || GsdId: DI 8x24VDC 8xM8	
 DI 8x24VDC 8xM8 V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 141-5BF00-0BA0 || GsdId: DI 8x24VDC 8xM8, QI	
 DI 8x24VDC BA V0.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF01-0AA0 || GsdId: DI 8x24VDC BA V0.0	
 DI 8x24VDC BA V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0AA0 || GsdId: DI 8x24VDC BA	
 DI 8x24VDC HF V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF	
 DI 8x24VDC HF V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V1.1	
 DI 8x24VDC HF V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V1.1, QI	
 DI 8x24VDC HF V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V1.2	
 DI 8x24VDC HF V1.2, MSI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V1.2, MSI	
 DI 8x24VDC HF V1.2, MSI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: DI 8x24VDC HF V1.2 MSI	
 DI 8x24VDC HF V1.2, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V1.2, QI	
 DI 8x24VDC HF V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V2.0	
 DI 8x24VDC HF V2.0, MSI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V2.0, MSI	
 DI 8x24VDC HF V2.0, MSI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: DI 8x24VDC HF V2.0 MSI	
 DI 8x24VDC HF V2.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V2.0, QI	
 DI 8x24VDC HF V2.0, S.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V2.0, S.2	
 DI 8x24VDC HF V2.0, S.2 QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V2.0, S.2 QI	
 DI 8x24VDC HF V2.0, S.4 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V2.0, S.4	
 DI 8x24VDC HF V2.0, S.4 QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0CA0 || GsdId: DI 8x24VDC HF V2.0, S.4 QI	
 DI 8x24VDC HS V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0DA0 || GsdId: DI 8x24VDC HS	
 DI 8x24VDC HS V1.0, CNT || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0DA0 || GsdId: DI 8x24VDC HS Count	
 DI 8x24VDC HS V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0DA0 || GsdId: DI 8x24VDC HS, QI	
 DI 8x24VDC SRC BA V0.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF61-0AA0 || GsdId: DI 8x24VDC SRC V0.0	
 DI 8x24VDC SRC BA V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF60-0AA0 || GsdId: DI 8x24VDC SRC	
 DI 8x24VDC ST V0.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF01-0BA0 || GsdId: DI 8x24VDC ST V0.0	
 DI 8x24VDC ST V0.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF01-0BA0 || GsdId: DI 8x24VDC ST V0.0, QI	
 DI 8x24VDC ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0BA0 || GsdId: DI 8x24VDC ST	
 DI 8x24VDC ST V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0BA0 || GsdId: DI 8x24VDC ST V1.1	
 DI 8x24VDC ST V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6BF00-0BA0 || GsdId: DI 8x24VDC ST V1.1, QI	
 DI 8xNAMUR HF V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 131-6TF00-0CA0 || GsdId: DI 8xNAMUR HF, QI	
 DIQ 16x24VDC/0.5A 8xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AH00-0BA0 || GsdId: DIO 143-5AH00-0BA0	
 DIQ 16x24VDC/0.5A 8xM12 V1.0, 2xCount || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AH00-0BA0 || GsdId: DIO 143-5AH00-0BA0 2xCount	
 DIQ 16x24VDC/0.5A 8xM12 V1.0, 4xCount || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AH00-0BA0 || GsdId: DIO 143-5AH00-0BA0 4xCount	
 DIQ 16x24VDC/0.5A 8xM12 V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AH00-0BA0 || GsdId: DIO 143-5AH00-0BA0 QI	
 DIQ 16x24VDC/0.5A 8xM12 V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AH00-0BA0 || GsdId: DIO 143-5AH00-0BA0 V1.1	
 DIQ 16x24VDC/0.5A 8xM12 V1.1, 2xCount || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AH00-0BA0 || GsdId: DIO 143-5AH00-0BA0 V1.1 2xCount	
 DIQ 16x24VDC/0.5A 8xM12 V1.1, 4xCount || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AH00-0BA0 || GsdId: DIO 143-5AH00-0BA0 V1.1 4xCount	
 DIQ 16x24VDC/0.5A 8xM12 V1.1, DI8/DQ8 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AH00-0BA0 || GsdId: DIO 143-5AH00-0BA0 V1.1 8/8	
 DIQ 16x24VDC/0.5A 8xM12 V1.1, DQ16 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AH00-0BA0 || GsdId: DIO 143-5AH00-0BA0 V1.1 0/16	
 DIQ 16x24VDC/0.5A 8xM12 V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AH00-0BA0 || GsdId: DIO 143-5AH00-0BA0 V1.1 QI	
 DIQ 4+DQ 4x24VDC/0.5A 4xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AF00-0BA0 || GsdId: DIO 143-5AF00-0BA0	
 DIQ 4+DQ 4x24VDC/0.5A 4xM12 V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5AF00-0BA0 || GsdId: DIO 143-5AF00-0BA0 QI	
 DIQ 4+DQ 4x24VDC/0.5A 8xM8 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5BF00-0BA0 || GsdId: DIQ 4+DQ 4x24VDC/0.5A 8xM8	
 DIQ 4+DQ 4x24VDC/0.5A 8xM8 V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 143-5BF00-0BA0 || GsdId: DIQ 4+DQ 4x24VDC/0.5A 8xM8, QI	
 DQ 16x230VAC/2A ST || OrderNumber: 6ES7 522-5HH00-0AB0 || FwVersion: V1.1
 DQ 16x24VDC/0.5A BA || OrderNumber: 6ES7 522-1BH10-0AA0 || FwVersion: V1.1
 DQ 16x24VDC/0.5A BA V0.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BH00-0AA0 || GsdId: DQ 16x24VDC/0.5A BA V0.0	
 DQ 16x24VDC/0.5A HF || OrderNumber: 6ES7 522-1BH01-0AB0 || FwVersion: V1.1
 DQ 16x24VDC/0.5A ST V0.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BH01-0BA0 || GsdId: DQ 16x24VDC/0,5A ST V0.0	
 DQ 16x24VDC/0.5A ST V0.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BH01-0BA0 || GsdId: DQ 16x24VDC/0,5A ST V0.0, QI	
 DQ 16x24VDC/0.5A ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BH00-0BA0 || GsdId: DQ 16x24VDC/0,5A ST	
 DQ 16x24VDC/0.5A ST V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BH00-0BA0 || GsdId: DQ 16x24VDC/0,5A ST V1.1	
 DQ 16x24VDC/0.5A ST V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BH00-0BA0 || GsdId: DQ 16x24VDC/0,5A ST V1.1, QI	
 DQ 32x24VDC/0.5A BA || OrderNumber: 6ES7 522-1BL10-0AA0 || FwVersion: V1.1
 DQ 32x24VDC/0.5A HF || OrderNumber: 6ES7 522-1BL01-0AB0 || FwVersion: V1.0
 DQ 32x24VDC/0.5A HF || OrderNumber: 6ES7 522-1BL01-0AB0 || FwVersion: V1.1
 DQ 32x24VDC/0.5A ST || OrderNumber: 6ES7 522-1BL00-0AB0 || FwVersion: V2.0
 DQ 4x24..230VAC/2A HF PC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6FD00-0CU0 || GsdId: DQ 4x24..230VAC/2A HF PC V1.0	
 DQ 4x24..230VAC/2A HF PC V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6FD00-0CU0 || GsdId: DQ 4x24..230VAC/2A HF PC V1.0, QI	
 DQ 4x24..230VAC/2A HF V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6FD00-0CU0 || GsdId: DQ 4x24..230VAC/2A HF V1.0	
 DQ 4x24..230VAC/2A HF V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6FD00-0CU0 || GsdId: DQ 4x24..230VAC/2A HF V1.0, QI	
 DQ 4x24..230VAC/2A ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6FD00-0BB1 || GsdId: DQ 4x24-230VAC/2A ST	
